option,src_state,src_coord,target_state,target_coord,primitive_distance,within_horizon,edge_valid,visible_mass,hidden_mass,hidden_gamma_mass,hidden_argmax_state,hidden_argmax_coord,hidden_argmax_prob,soft_cost,soft_argmax_state,soft_argmax_coord,soft_argmax_score,model_residual,residual_threshold_metric,residual_reward_abs,residual_gamma_l1,residual_hit_l1,residual_backup_raw,residual_backup_value,residual_backup_value_norm,residual_reward_per_discounted_step,residual_gamma_relative,residual_tau_relative,value_scale_task,beta_row,l_gamma_row,expected_tau_global,expected_tau_residual,struct_hidden_prob,struct_hit_prob,struct_nohit_prob,struct_reference_prob,struct_hidden_norm,struct_hidden_bits,struct_hidden_distinct,struct_hidden_distinct_bits,struct_distinct_argmax_state,struct_distinct_argmax_coord,struct_distinct_argmax_score,struct_distinct_scores,residual_hidden_mass,residual_hidden_gamma_mass,residual_argmax_state,residual_argmax_coord,residual_argmax_prob,reward,map,slip,step
fb_000_to_002,0,"(1, 1)",80,"(7, 19)",36.0,True,True,0.9999999999999956,0.0,0.0,,,0.0,3.3228233321798095,47,"(5, 7)",0.5747410106607281,1.3325849410068216,1.3325849410068216,19.782650820357766,0.34345239998893323,0.999999999999997,20.1261032203467,27.68430223961286,1.8328041199261056,0.9039398279739804,1.0,0.916344333131647,23.006540118833655,0.34345239998893323,21.884920000368876,36.56108482412929,2.142197599261311,0.9999999999999998,0.9999999999999998,2.220446049250313e-16,0.0,0.9999999999999998,39.86313713864835,11.051447651567235,62.863800241005045,23,"(3, 1)",0.9827638358955852,"{""4"": 0.017241380915509107, ""5"": 0.01724137931034482, ""11"": 0.017241379310344817, ""12"": 0.017241379310344807, ""16"": 0.0172413793103448, ""23"": 0.9827638358955852, ""25"": 0.982758622294819, ""26"": 0.017241379310838873, ""28"": 0.017241379310344977, ""29"": 0.016944115755471417, ""31"": 0.016944205644662494, ""32"": 0.017241379310344813, ""34"": 0.017241379310344807, ""35"": 0.017241379310344786, ""37"": 0.017241379310344786, ""42"": 0.9827586206896546, ""44"": 0.982758620690149, ""45"": 0.9827586206896535, ""49"": 0.016949240961978494, ""50"": 0.017241379310344942, ""54"": 0.9827586206896535, ""55"": 0.017241379310344786, ""64"": 0.9827586206896541, ""68"": 0.9827586206896537, ""69"": 0.9658196318284186, ""75"": 0.9658197217180856, ""76"": 0.9827586206896535}",0.9999999999999998,0.9369319245996663,23,"(3, 1)",0.9827638342908979,-22.994551737894596,maze,0.05,1
fb_001_to_002,57,"(5, 19)",80,"(7, 19)",2.0,True,True,0.9999999999999997,0.0,0.0,,,0.0,1.0337147918783107,63,"(6, 19)",1.0167280304452804,0.12910790342287076,0.12910790342287076,0.1320975591343565,0.12250302546615294,0.13245092838196282,0.25460058460050944,2.950468329199905,2.1704408321753212,0.06706938946422633,0.1301959066517594,0.04696459296910774,23.006540118833655,0.9409130334167652,1.9695655527744902,2.000615763546798,2.141538461538462,0.00030769230769230765,0.9999999999999999,1.1102230246251565e-16,0.0,0.00030769230769230765,0.0004439744736959032,0.00030778704053668687,0.0004441111443072814,55,"(5, 17)",0.00030769230769230765,"{""4"": 2.1067870445540423e-53, ""5"": 7.225531073842431e-43, ""11"": 2.478100453200474e-32, ""12"": 8.499004147091308e-22, ""16"": 8.97154962757e-15, ""23"": 0.0, ""25"": 0.0, ""26"": 6.844951107756085e-50, ""28"": 2.223924614909952e-46, ""29"": 0.0, ""31"": 0.0, ""32"": 8.051348372448337e-29, ""34"": 2.615883086208465e-25, ""35"": 9.47036868429399e-08, ""37"": 2.9148564739975196e-11, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""55"": 0.00030769230769230765, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.00030769230769230765,0.00028829234050545684,55,"(5, 17)",0.00030769230769230765,-2.1028373314889635,maze,0.05,1
fb_001_to_000,55,"(5, 17)",0,"(1, 1)",32.0,True,True,0.9999999999999972,0.0,0.0,,,0.0,0.016712063520939173,56,"(5, 18)",0.016712063520939173,1.29883140959957,1.29883140959957,18.106659946363624,0.3934984122813887,0.9997329796640114,18.500158358645013,27.159696955212738,1.9472516371225155,0.8960001230261165,0.9993602647028885,0.9048000884189795,23.006540118833655,0.39375030825182594,20.208323058272452,31.999384236453192,2.141538461538462,0.9996923076923078,1.0,0.0,0.0,0.9996923076923078,11.666224002803538,10.996614437607569,128.32402442269742,35,"(3, 17)",0.9996923076923078,"{""4"": 0.9996922129886091, ""5"": 0.9996922129886098, ""11"": 0.9996922129886107, ""12"": 0.9996922129886108, ""16"": 0.9996922129886203, ""23"": 0.0, ""25"": 0.0, ""26"": 0.9996922129886093, ""28"": 0.9996922129886096, ""29"": 0.0, ""31"": 0.0, ""32"": 0.9996922129886107, ""34"": 0.9996922129886108, ""35"": 0.9996923076923078, ""37"": 0.9996922130177601, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.9996923076923078,0.9366618143022293,35,"(3, 17)",0.9996923076923078,-21.575730786854493,maze,0.05,2
fb_002_to_000,57,"(5, 19)",0,"(1, 1)",34.0,True,True,1.0,0.0,0.0,,,0.0,0.9701628375563625,56,"(5, 18)",0.9523303216488085,0.12890144457828492,0.12890144457828492,0.13266552320749891,0.12226816841790997,0.13218390804597718,0.2549336916254089,2.9456330451704544,2.1675089172003155,0.0673771892707083,0.1299439480279085,0.047179487179487355,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.141538461538462,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""16"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""35"": 0.0, ""37"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.1016631119088425,maze,0.05,2
fb_003_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,1.107459572451165,63,"(6, 19)",1.000308790586659,0.10785071326089683,0.10785071326089683,0.21030307747778565,0.09733555938700755,0.11552245498055308,0.3076386368647932,2.4496575295040905,1.5347494812627995,0.09093902981701509,0.10459184538705794,0.12631447731832718,23.006540118833655,0.9306228322753327,2.3125722574889074,2.596485826635553,2.142197599261311,0.0172361657091019,0.9999999999999998,2.220446049250313e-16,0.0,0.0172361657091019,0.025083327387935606,0.19019764374739823,0.2767673144876104,76,"(7, 15)",0.0172361657091019,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""16"": 0.0, ""23"": 0.017236164104414597, ""25"": 0.0172361641044146, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0002971768478666738, ""31"": 0.0002971752713403368, ""32"": 0.0, ""34"": 0.0, ""35"": 0.0, ""37"": 0.0, ""42"": 0.01723616410441461, ""44"": 0.017236164104414607, ""45"": 0.017236164104414625, ""49"": 0.0003023888439371013, ""50"": 0.00029726516004603215, ""54"": 0.017236164104908535, ""64"": 0.01723616410441461, ""68"": 0.017236164104414618, ""69"": 0.016939080327915024, ""75"": 0.016939078751380322, ""76"": 0.0172361657091019}",0.0172361657091019,0.015147375235149666,76,"(7, 15)",0.0172361657091019,-2.4291807912352317,maze,0.05,2
fb_000_to_001,0,"(1, 1)",55,"(5, 17)",32.0,True,True,0.9999999999999972,0.0,0.0,,,0.0,3.1423139451628903e-07,47,"(5, 7)",5.444685072128435e-08,1.2006123431680984,1.2006123431680984,16.13758228005871,0.393733229165163,0.9999999999999976,16.531315509223873,25.196021612964955,1.8064123567551116,0.7985386824600531,1.0,0.8398868109617875,23.006540118833655,0.393733229165163,20.208892361161215,32.000002603490465,4.2837356551141745,0.9999999999999997,0.9999999999999997,3.3306690738754696e-16,0.0,0.9999999999999997,39.86313713864835,11.00030769878564,256.9236067957849,4,"(1, 5)",0.9999999069004888,"{""4"": 0.9999999069004888, ""5"": 0.9999999069004797, ""11"": 0.9999999069004792, ""12"": 0.999999906900479, ""16"": 0.999999906900479, ""23"": 0.0003077870113881194, ""25"": 9.473284437923033e-08, ""26"": 0.9999999069004801, ""28"": 0.9999999069004799, ""29"": 1.6051642810067387e-09, ""31"": 1.6051727964654887e-09, ""32"": 0.9999999069004792, ""34"": 0.9999999069004792, ""35"": 0.9999999069004778, ""37"": 0.9999999069004786, ""42"": 9.309951962820186e-08, ""44"": 9.310001352743193e-08, ""45"": 9.309951947614007e-08, ""49"": 1.6056498063971852e-09, ""50"": 1.6333249030901896e-09, ""54"": 9.309951947614002e-08, ""64"": 9.309951947618692e-08, ""68"": 9.309951947614007e-08, ""69"": 9.149484088040713e-08, ""75"": 9.149484939591095e-08, ""76"": 9.309951947613995e-08}",0.9999999999999997,0.8778606975669242,4,"(1, 5)",0.9996922130177601,-21.582168098927543,maze,0.05,2
fb_002_to_001,57,"(5, 19)",55,"(5, 17)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.9701628375563625,56,"(5, 18)",0.9523303216488085,0.12890144457828492,0.12890144457828492,0.13266552320749891,0.12226816841790997,0.13218390804597718,0.2549336916254089,2.9456330451704544,2.1675089172003155,0.0673771892707083,0.1299439480279085,0.047179487179487355,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.141538461538462,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""16"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""35"": 0.0, ""37"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.1016631119088425,maze,0.05,2
fb_003_to_001,80,"(7, 19)",55,"(5, 17)",4.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,1.0351614702443979,63,"(6, 19)",1.0167280304452804,0.12941958717869753,0.12941958717869753,0.13327128664656085,0.1227560228463695,0.13275852598596816,0.25602730949293034,2.9574626510900215,2.1755860363022212,0.06766532165371397,0.13046479162968114,0.047403860310590885,23.006540118833655,0.9409130334167652,1.9695655527744902,2.000615763546798,2.1428565340477275,9.470368684293988e-08,0.9999999999999998,2.220446049250313e-16,0.0,9.470368684293988e-08,1.3662854590342858e-07,9.473283541320337e-08,1.3667059840434403e-07,76,"(7, 15)",9.47036868429399e-08,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""16"": 0.0, ""23"": 2.1981188841922292e-58, ""25"": 1.274523317939529e-56, ""26"": 0.0, ""28"": 0.0, ""29"": 2.6158830904810536e-25, ""31"": 8.499004147095583e-22, ""32"": 0.0, ""34"": 0.0, ""35"": 0.0, ""37"": 0.0, ""42"": 1.345386941869299e-49, ""44"": 4.140926259985532e-53, ""45"": 1.4991612847780157e-35, ""49"": 8.051391111245871e-29, ""50"": 2.7613264473899663e-18, ""54"": 2.9148564739975196e-11, ""64"": 4.371162174133354e-46, ""68"": 4.6141992356678723e-39, ""69"": 8.053783759955464e-29, ""75"": 2.7613264473899906e-18, ""76"": 9.47036868429399e-08}",9.470368684293988e-08,8.313492271904023e-08,76,"(7, 15)",9.470368684293988e-08,-2.1028373314889635,maze,0.05,2
fb_000_to_002,0,"(1, 1)",57,"(5, 19)",34.0,True,True,0.999999999999997,0.0,0.0,,,0.0,1.7911189487428473e-05,47,"(5, 7)",3.1034704911132075e-06,1.200614014517822,1.200614014517822,16.137665847544884,0.3937307221405778,0.9999999999999976,16.531396569685462,25.196047502489435,1.806406743063638,0.7985395155362036,1.0,0.8398875698443881,23.006540118833655,0.3937307221405778,20.208975928647387,32.000159013131935,4.2837356551141745,0.9999999999999997,0.9999999999999997,3.3306690738754696e-16,0.0,0.9999999999999997,39.86313713864835,11.000302666623307,192.76189232919592,4,"(1, 5)",0.9999946933278923,"{""4"": 0.9999946933278923, ""5"": 0.9999946933273888, ""11"": 0.9999946933273883, ""12"": 0.9999946933273879, ""16"": 0.9999946933273877, ""23"": 0.0003077870113881194, ""25"": 5.308278259946385e-06, ""26"": 0.9999946933273894, ""28"": 0.999994693327389, ""29"": 9.149436401738414e-08, ""31"": 9.149484939853287e-08, ""32"": 0.9999946933273881, ""34"": 0.9999946933273881, ""35"": 0.9999946933273869, ""37"": 0.9999946933273874, ""42"": 5.30667261029205e-06, ""44"": 5.306673104188705e-06, ""45"": 5.306672610139982e-06, ""49"": 9.152203896463958e-08, ""50"": 9.309951947614079e-08, ""54"": 5.3066726101399806e-06, ""64"": 5.306672610140032e-06, ""68"": 5.306672610139984e-06, ""69"": 5.2152059301832104e-06, ""75"": 5.2152064155669265e-06, ""76"": 5.306672610139978e-06}",0.9999999999999997,0.8778606975669242,4,"(1, 5)",0.9996922130177601,-21.582164702013273,maze,0.05,2
fb_001_to_002,55,"(5, 17)",57,"(5, 19)",2.0,True,True,0.9999999999999997,0.0,0.0,,,0.0,0.952587620693533,56,"(5, 18)",0.952587620693533,0.1291079034228708,0.1291079034228708,0.13209755913435695,0.12250302546615294,0.13245092838196282,0.2546005846005099,2.9504683291999054,2.1704408321753217,0.06706938946422655,0.1301959066517594,0.04696459296910774,23.006540118833655,0.9409130334167652,1.9695655527744902,2.000615763546798,2.141538461538462,0.00030769230769230765,0.9999999999999999,1.1102230246251565e-16,0.0,0.00030769230769230765,0.0004439744736959032,0.0003077870405277181,0.0004441111442943076,35,"(3, 17)",0.00030769230769230765,"{""4"": 6.844951107756085e-50, ""5"": 2.3475750458914063e-39, ""11"": 8.051348372448342e-29, ""12"": 2.761326447389966e-18, ""16"": 2.914856473997519e-11, ""23"": 0.0, ""25"": 0.0, ""26"": 2.2239246149099523e-46, ""28"": 7.225531073842432e-43, ""29"": 0.0, ""31"": 0.0, ""32"": 2.615883086208465e-25, ""34"": 8.499004147091306e-22, ""35"": 0.00030769230769230765, ""37"": 9.47036868429399e-08, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.00030769230769230765,0.00028829234050545684,35,"(3, 17)",0.00030769230769230765,-2.1028373314889635,maze,0.05,2
fb_003_to_002,80,"(7, 19)",57,"(5, 19)",2.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,1.0351614702443979,63,"(6, 19)",1.0167280304452804,0.12941958717869753,0.12941958717869753,0.13327128664656085,0.1227560228463695,0.13275852598596816,0.25602730949293034,2.9574626510900215,2.1755860363022212,0.06766532165371397,0.13046479162968114,0.047403860310590885,23.006540118833655,0.9409130334167652,1.9695655527744902,2.000615763546798,2.1428565340477275,9.470368684293988e-08,0.9999999999999998,2.220446049250313e-16,0.0,9.470368684293988e-08,1.3662854590342858e-07,9.473283541320337e-08,1.3667059840434403e-07,76,"(7, 15)",9.47036868429399e-08,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""16"": 0.0, ""23"": 3.922817229730777e-60, ""25"": 1.274523317939529e-56, ""26"": 0.0, ""28"": 0.0, ""29"": 2.6158830904810536e-25, ""31"": 8.499004147095583e-22, ""32"": 0.0, ""34"": 0.0, ""35"": 0.0, ""37"": 0.0, ""42"": 1.345386941869299e-49, ""44"": 4.140926259985532e-53, ""45"": 1.4991612847780157e-35, ""49"": 8.051391111245871e-29, ""50"": 2.7613264473899663e-18, ""54"": 2.9148564739975196e-11, ""64"": 4.371162174133354e-46, ""68"": 4.6141992356678723e-39, ""69"": 8.053783759955464e-29, ""75"": 2.7613264473899906e-18, ""76"": 9.47036868429399e-08}",9.470368684293988e-08,8.313492271904023e-08,76,"(7, 15)",9.470368684293988e-08,-2.1028373314889635,maze,0.05,2
fb_000_to_003,0,"(1, 1)",80,"(7, 19)",36.0,True,True,0.9999999999999956,0.0,0.0,,,0.0,3.3170269147453415,47,"(5, 7)",0.5747410106607281,1.332341378513948,1.332341378513948,19.770472695714087,0.34381774372824353,0.999999999999997,20.114290439442332,27.68052941036479,1.8335746590292037,0.9038863443844574,1.0,0.916266113050017,23.006540118833655,0.34381774372824353,21.872741875725197,36.52599710483104,2.142197599261311,0.9999999999999998,0.9999999999999998,2.220446049250313e-16,0.0,0.9999999999999998,39.86313713864835,11.03420627225689,62.83870926004221,23,"(3, 1)",0.9827638358955852,"{""4"": 0.017241380915509107, ""5"": 0.01724137931034482, ""11"": 0.017241379310344817, ""12"": 0.017241379310344807, ""16"": 0.0172413793103448, ""23"": 0.9827638358955852, ""25"": 0.982758622294819, ""26"": 0.017241379310838873, ""28"": 0.017241379310344977, ""29"": 0.016944115755471417, ""31"": 0.016944205644662494, ""32"": 0.017241379310344813, ""34"": 0.017241379310344807, ""35"": 0.017241379310344786, ""37"": 0.017241379310344786, ""42"": 0.9827586206896546, ""44"": 0.982758620690149, ""45"": 0.9827586206896537, ""49"": 0.016949240961978498, ""50"": 0.017241379310344945, ""54"": 0.9827586206896537, ""64"": 0.9827586206896541, ""68"": 0.9827586206896539, ""69"": 0.9658196318284187, ""75"": 0.9658197217180856, ""76"": 0.9827586206896527}",0.9999999999999998,0.9369319245996663,23,"(3, 1)",0.9827638342908979,-22.981756145441675,maze,0.05,2
fb_001_to_003,55,"(5, 17)",80,"(7, 19)",4.0,True,True,0.9999999999999997,0.0,0.0,,,0.0,0.952587620693533,56,"(5, 18)",0.952587620693533,0.1291079034228708,0.1291079034228708,0.13209755913435695,0.12250302546615294,0.13245092838196282,0.2546005846005099,2.9504683291999054,2.1704408321753217,0.06706938946422655,0.1301959066517594,0.04696459296910774,23.006540118833655,0.9409130334167652,1.9695655527744902,2.000615763546798,2.141538461538462,0.00030769230769230765,0.9999999999999999,1.1102230246251565e-16,0.0,0.00030769230769230765,0.0004439744736959032,0.0003077870405277181,0.0004441111442943076,35,"(3, 17)",0.00030769230769230765,"{""4"": 6.844951107756085e-50, ""5"": 2.3475750458914063e-39, ""11"": 8.051348372448342e-29, ""12"": 2.761326447389966e-18, ""16"": 2.914856473997519e-11, ""23"": 0.0, ""25"": 0.0, ""26"": 2.2239246149099523e-46, ""28"": 7.225531073842432e-43, ""29"": 0.0, ""31"": 0.0, ""32"": 2.615883086208465e-25, ""34"": 8.499004147091306e-22, ""35"": 0.00030769230769230765, ""37"": 9.47036868429399e-08, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.00030769230769230765,0.00028829234050545684,35,"(3, 17)",0.00030769230769230765,-2.1028373314889635,maze,0.05,2
fb_002_to_003,57,"(5, 19)",80,"(7, 19)",2.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,1.033160956233185,63,"(6, 19)",1.0164534067305742,0.1289014445782849,0.1289014445782849,0.13266552320749847,0.12226816841790997,0.13218390804597696,0.25493369162540847,2.945633045170454,2.167508917200315,0.06737718927070807,0.1299439480279085,0.047179487179487355,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.141538461538462,0.0,0.9999999999999999,1.1102230246251565e-16,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""16"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""35"": 0.0, ""37"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.101663111908842,maze,0.05,2
fb_001_to_000,35,"(3, 17)",0,"(1, 1)",30.0,True,True,0.9999999999999977,0.0,0.0,,,0.0,0.0,,,0.0,1.2840135618000217,1.2840135618000217,17.365767556386203,0.41572518398071145,0.9997329796640115,17.781492740366915,26.930165680047942,2.004277367971644,0.8920420908275468,0.999394447476609,0.8986580366378948,23.006540118833655,0.4159770799511487,19.467430668295027,29.99938423645319,2.1415384615384614,0.9996923076923079,1.0000000000000002,0.0,0.0,0.9996923076923079,11.666224002804059,9.996922224618952,116.6582443943414,37,"(3, 19)",0.9996923076923079,"{""4"": 0.9996922129886098, ""5"": 0.9996922129886102, ""11"": 0.9996922129886108, ""12"": 0.999692212988611, ""16"": 0.9996922130177601, ""23"": 0.0, ""25"": 0.0, ""26"": 0.9996922129886098, ""28"": 0.99969221298861, ""29"": 0.0, ""31"": 0.0, ""32"": 0.9996922129886108, ""34"": 0.999692212988611, ""37"": 0.9996923076923079, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.9996923076923079,0.9366618143022292,37,"(3, 19)",0.9996923076923079,-20.784705489897043,maze,0.05,3
fb_002_to_000,55,"(5, 17)",0,"(1, 1)",32.0,True,True,1.0,0.0,0.0,,,0.0,0.016707549502610677,56,"(5, 18)",0.016707549502610677,0.1289014445782849,0.1289014445782849,0.13266552320749847,0.12226816841790997,0.13218390804597718,0.25493369162540847,2.945633045170454,2.167508917200315,0.06737718927070807,0.1299439480279085,0.047179487179487355,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.141538461538462,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""16"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""37"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.101663111908842,maze,0.05,3
fb_003_to_000,57,"(5, 19)",0,"(1, 1)",34.0,True,True,1.0,0.0,0.0,,,0.0,0.9701628375563625,56,"(5, 18)",0.9523303216488085,0.12890144457828492,0.12890144457828492,0.13266552320749891,0.12226816841790997,0.13218390804597718,0.2549336916254089,2.9456330451704544,2.1675089172003155,0.0673771892707083,0.1299439480279085,0.047179487179487355,23.006540118833655,0.9409300723389595,1.9689975887013471,1.9999999999999998,2.141538461538462,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,4,"(1, 5)",0.0,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""16"": 0.0, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""37"": 0.0, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0,0.0,4,"(1, 5)",0.0,-2.1016631119088425,maze,0.05,3
fb_004_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,1.1074595724511653,63,"(6, 19)",1.0003087905866592,0.10785071326089682,0.10785071326089682,0.2103030774777852,0.09733555938700755,0.11552245498055308,0.30763863686479276,2.44965752950409,1.5347494812627993,0.0909390298170149,0.10459184538705794,0.12631447731832718,23.006540118833655,0.9306228322753327,2.3125722574889074,2.596485826635553,2.142197599261311,0.0172361657091019,0.9999999999999998,2.220446049250313e-16,0.0,0.0172361657091019,0.025083327387935606,0.19019764374739817,0.2767673144876104,76,"(7, 15)",0.0172361657091019,"{""4"": 0.0, ""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""16"": 0.0, ""23"": 0.017236164104414593, ""25"": 0.017236164104414593, ""26"": 0.0, ""28"": 0.0, ""29"": 0.0002971768478666738, ""31"": 0.0002971752713403368, ""32"": 0.0, ""34"": 0.0, ""37"": 0.0, ""42"": 0.017236164104414607, ""44"": 0.017236164104414604, ""45"": 0.017236164104414618, ""49"": 0.0003023888439371013, ""50"": 0.00029726516004603215, ""54"": 0.017236164104908535, ""64"": 0.01723616410441461, ""68"": 0.017236164104414618, ""69"": 0.016939080327915024, ""75"": 0.016939078751380322, ""76"": 0.0172361657091019}",0.0172361657091019,0.015147375235149666,76,"(7, 15)",0.0172361657091019,-2.4291807912352317,maze,0.05,3
fb_000_to_001,0,"(1, 1)",35,"(3, 17)",30.0,True,True,0.9999999999999972,0.0,0.0,,,0.0,1.6967779263594683e-12,,,0.0,1.1857944685923396,1.1857944685923396,15.39668855127075,0.4159600410288021,0.9999999999999976,15.812648592299551,24.966489923031578,1.8580766057143505,0.7908716680135607,1.0,0.8295569143511947,23.006540118833655,0.4159600410288021,19.46799863237325,30.000000000007095,4.2837356551141745,0.9999999999999997,0.9999999999999997,3.3306690738754696e-16,0.0,0.9999999999999997,39.86313713864835,10.00030788177239,398.6318156343464,4,"(1, 5)",0.999999999999497,"{""4"": 0.999999999999497, ""5"": 0.9999999999994964, ""11"": 0.9999999999994957, ""12"": 0.9999999999994953, ""16"": 0.9999999999994951, ""23"": 0.0003077870113881194, ""25"": 9.473284437923033e-08, ""26"": 0.9999999999994968, ""28"": 0.9999999999994966, ""29"": 8.667521348035508e-15, ""31"": 8.66756732957233e-15, ""32"": 0.9999999999994955, ""34"": 0.9999999999994955, ""37"": 0.9999999999994948, ""42"": 5.028682983211525e-13, ""44"": 2.91575390517791e-11, ""45"": 5.027161905479154e-13, ""49"": 8.67014307450706e-15, ""50"": 8.819582290314377e-15, ""54"": 5.027161905479149e-13, ""64"": 5.027162373505557e-13, ""68"": 5.027161905479197e-13, ""69"": 4.940512917896853e-13, ""75"": 4.940513377714658e-13, ""76"": 5.027161905479147e-13}",0.9999999999999997,0.8778606975669242,4,"(1, 5)",0.9996922130177601,-20.790929144727087,maze,0.05,3
